"","Season","School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"2233",2009,"Hawaii","WAC","13","17","64.0","65.2","-1.17","-1.34","-5.23","2.72","-2.51"
"2234",2009,"St. Bonaventure","A-10","15","15","70.1","71.2","-1.07","-1.12","1.64","-4.21","-2.57"
"2235",2009,"Lipscomb","A-Sun","17","14","76.4","69.7","6.68","-3.49","3.39","-5.97","-2.58"
"2236",2009,"Boston University","AEC","17","13","68.6","66.3","2.30","-4.91","-1.11","-1.50","-2.61"
"2237",2009,"South Alabama","Sun Belt (East)","20","13","69.7","66.8","2.94","-3.75","-2.83","0.21","-2.62"
"2238",2009,"Rider","MAAC","19","13","72.0","71.0","1.00","-2.98","2.95","-5.57","-2.63"
"2239",2009,"San Jose State","WAC","13","17","67.5","68.0","-0.53","0.44","1.04","-3.68","-2.64"
"2240",2009,"Eastern Kentucky","OVC","18","13","72.5","66.5","6.00","-5.45","-1.24","-1.57","-2.82"
"2241",2009,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"2242",2009,"IUPUI","Summit","16","14","65.5","63.3","2.17","-2.51","-5.40","2.49","-2.92"
"2243",2009,"Montana","Big Sky","17","12","65.7","64.4","1.28","-3.53","-5.79","2.87","-2.92"
"2244",2009,"Air Force","MWC","10","21","58.7","62.5","-3.71","2.37","-11.05","8.06","-2.99"
"2245",2009,"East Carolina","CUSA","13","17","72.5","73.8","-1.27","1.26","4.20","-7.20","-3.00"
"2246",2009,"Nicholls State","Southland (East)","20","11","65.5","60.2","5.26","-4.08","-7.82","4.74","-3.08"
"2247",2009,"Morehead State","OVC","20","16","69.8","67.0","2.78","-3.61","-2.83","-0.31","-3.14"
"2248",2009,"Idaho State","Big Sky","13","19","65.3","68.3","-3.00","0.17","-2.58","-0.64","-3.22"
"2249",2009,"Iona","MAAC","12","19","62.3","63.1","-0.87","-2.37","-6.20","2.96","-3.24"
"2250",2009,"Binghamton","AEC","23","9","70.0","67.4","2.59","-5.62","-0.42","-2.85","-3.27"
"2251",2009,"Southern Methodist","CUSA","9","21","64.6","68.2","-3.67","3.62","-3.37","0.11","-3.27"
"2252",2009,"Virginia Military Institute","Big South","24","8","93.8","85.5","8.28","-7.49","19.22","-22.52","-3.30"
"2253",2009,"Indiana State","MVC","11","21","63.1","68.2","-5.06","2.04","-2.80","-0.59","-3.38"
"2254",2009,"Hofstra","CAA","21","11","66.5","66.4","0.06","-2.90","-2.75","-0.67","-3.42"
"2255",2009,"Texas A&M-Corpus Christi","Southland (West)","18","15","68.3","67.5","0.82","-1.46","-3.31","-0.18","-3.49"
"2256",2009,"Holy Cross","Patriot","18","14","64.6","62.3","2.34","-5.91","-5.27","1.71","-3.56"
"2257",2009,"Troy","Sun Belt (East)","19","13","78.1","77.2","0.94","-4.22","7.12","-10.76","-3.64"
"2258",2009,"Manhattan","MAAC","16","14","64.4","64.2","0.13","-3.40","-4.54","0.45","-4.09"
"2259",2009,"Fresno State","WAC","13","21","67.6","69.8","-2.15","0.96","-0.25","-3.86","-4.11"
"2260",2009,"UC-Davis","Big West","13","19","73.1","74.1","-1.06","-3.40","3.50","-7.63","-4.13"
"2261",2009,"Austin Peay","OVC","19","14","75.3","74.2","1.09","-3.69","3.94","-8.14","-4.20"
"2262",2009,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"2263",2009,"Cal State Fullerton","Big West","15","17","73.3","73.6","-0.34","-1.26","2.36","-6.55","-4.20"
"2264",2009,"Sacred Heart","NEC","17","14","73.5","69.9","3.55","-6.85","2.18","-6.58","-4.40"
"2265",2009,"Valparaiso","Horizon","9","22","61.3","65.5","-4.23","2.22","-5.52","1.09","-4.43"
"2266",2009,"Citadel","Southern (South)","20","13","66.8","64.7","2.18","-5.98","-5.20","0.73","-4.48"
"2267",2009,"Radford","Big South","21","12","75.5","71.9","3.61","-4.37","1.05","-5.60","-4.55"
"2268",2009,"Northern Colorado","Big Sky","14","18","70.6","70.8","-0.22","-3.64","0.44","-5.02","-4.57"
"2269",2009,"Denver","Sun Belt (West)","15","16","60.8","60.4","0.39","-4.97","-10.69","6.11","-4.58"
"2270",2009,"Texas-San Antonio","Southland (West)","19","13","75.1","71.4","3.72","-4.17","1.26","-5.93","-4.67"
"2271",2009,"Texas State","Southland (West)","14","16","81.5","77.3","4.20","-3.93","6.90","-11.64","-4.73"
"2272",2009,"Stony Brook","AEC","16","14","65.0","60.9","4.10","-6.49","-5.93","1.11","-4.82"
"2273",2009,"Delaware","CAA","13","19","67.9","70.1","-2.19","-2.64","0.08","-4.91","-4.83"
"2274",2009,"Lamar","Southland (West)","15","15","73.3","71.9","1.40","-1.04","0.18","-5.18","-5.00"
"2275",2009,"Rice","CUSA","10","22","63.8","71.0","-7.28","3.18","-4.39","-0.66","-5.05"
"2276",2009,"UC-Riverside","Big West","17","13","60.2","60.6","-0.40","-3.76","-9.93","4.70","-5.22"
"2277",2009,"Youngstown State","Horizon","11","19","66.0","68.9","-2.87","-0.11","-1.56","-3.69","-5.25"
"2278",2009,"Navy","Patriot","19","11","71.0","68.6","2.33","-7.68","0.38","-5.72","-5.35"
"2279",2009,"Liberty","Big South","23","12","75.5","71.2","4.31","-5.49","0.91","-6.29","-5.39"
"2280",2009,"Arkansas State","Sun Belt (West)","13","17","66.5","64.9","1.60","-4.31","-5.97","0.55","-5.42"
"2281",2009,"IPFW","Summit","13","17","65.7","68.5","-2.83","-0.64","-2.70","-2.72","-5.42"
"2282",2009,"Southern Utah","Summit","11","20","65.1","68.2","-3.13","-2.12","-5.32","-0.12","-5.44"
"2283",2009,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"2284",2009,"McNeese State","Southland (East)","11","18","63.9","64.3","-0.41","-3.99","-7.59","2.12","-5.47"
"2285",2009,"Ball State","MAC (West)","14","17","57.9","59.7","-1.84","-3.02","-10.21","4.71","-5.50"
"2286",2009,"Loyola (IL)","Horizon","14","18","63.3","67.3","-4.00","-0.67","-5.32","-0.18","-5.51"
"2287",2009,"Loyola (MD)","MAAC","12","20","67.1","71.7","-4.59","-0.65","-1.69","-3.96","-5.65"
"2288",2009,"Western Michigan","MAC (West)","10","21","61.9","64.6","-2.77","-3.19","-5.64","-0.05","-5.69"
"2289",2009,"UC-Irvine","Big West","12","19","65.4","68.8","-3.42","-1.80","-3.73","-2.08","-5.80"
"2290",2009,"South Dakota State","Summit","13","20","69.1","71.1","-2.00","-1.45","-0.78","-5.05","-5.83"
"2291",2009,"San Francisco","WCC","11","19","67.7","70.4","-2.77","0.30","-0.69","-5.22","-5.91"
"2292",2009,"Chicago State","Ind","19","13","84.2","80.5","3.63","-4.51","7.96","-13.93","-5.97"
"2293",2009,"William & Mary","CAA","10","20","61.5","63.4","-1.97","-2.79","-8.73","2.77","-5.97"
"2294",2009,"Alabama State","SWAC","22","10","68.8","63.3","5.53","-11.20","-5.83","-0.30","-6.13"
"2295",2009,"Georgia State","CAA","12","20","60.3","63.6","-3.34","-1.83","-9.10","2.98","-6.13"
"2296",2009,"Northern Arizona","Big Sky","8","19","66.5","67.7","-1.26","-1.70","-4.02","-2.12","-6.14"
"2297",2009,"Southeastern Louisiana","Southland (East)","13","17","70.9","66.9","4.00","-2.89","-4.67","-1.55","-6.22"
"2298",2009,"Chattanooga","Southern (North)","18","17","75.9","76.8","-0.86","-3.13","3.75","-10.00","-6.25"
"2299",2009,"Louisiana-Lafayette","Sun Belt (West)","10","20","66.6","70.5","-3.90","-2.23","-2.57","-3.73","-6.30"
"2300",2009,"Montana State","Big Sky","14","17","66.2","69.4","-3.19","-2.45","-2.97","-3.42","-6.38"
"2301",2009,"Canisius","MAAC","11","20","62.9","67.6","-4.77","-1.68","-6.14","-0.31","-6.46"
"2302",2009,"Albany (NY)","AEC","15","16","64.0","65.7","-1.74","-4.11","-6.44","-0.19","-6.63"
"2303",2009,"Tennessee Tech","OVC","12","18","73.6","73.0","0.67","-4.68","1.30","-7.94","-6.64"
"2304",2009,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"2305",2009,"Stetson","A-Sun","13","17","66.3","68.6","-2.30","1.17","-2.33","-4.56","-6.88"
"2306",2009,"Long Island University","NEC","16","14","70.6","68.6","2.03","-8.63","0.09","-7.01","-6.92"
"2307",2009,"Wofford","Southern (South)","16","14","68.8","69.0","-0.17","-5.45","-3.52","-3.52","-7.04"
"2308",2009,"Central Michigan","MAC (West)","12","19","62.2","65.1","-2.90","-4.15","-6.13","-0.93","-7.06"
"2309",2009,"Mercer","A-Sun","17","15","74.8","75.9","-1.16","0.12","1.44","-8.54","-7.10"
"2310",2009,"Eastern Washington","Big Sky","12","18","63.5","68.5","-5.00","-1.81","-6.35","-0.78","-7.13"
"2311",2009,"Western Carolina","Southern (North)","16","15","74.0","72.6","1.35","-5.13","-0.60","-6.57","-7.17"
"2312",2009,"Marist","MAAC","10","23","64.0","69.4","-5.39","-1.85","-4.47","-2.78","-7.24"
"2313",2009,"Yale","Ivy","13","15","63.3","63.7","-0.43","-5.17","-7.61","0.32","-7.29"
"2314",2009,"Towson","CAA","12","22","65.1","70.6","-5.47","-1.27","-1.61","-5.69","-7.30"
"2315",2009,"Harvard","Ivy","14","14","67.5","67.4","0.07","-6.05","-1.74","-5.82","-7.57"
"2316",2009,"Florida International","Sun Belt (East)","13","20","62.8","67.9","-5.12","-1.52","-6.35","-1.37","-7.71"
"2317",2009,"Pennsylvania","Ivy","10","18","65.5","69.1","-3.57","-3.33","-2.97","-4.81","-7.78"
"2318",2009,"Princeton","Ivy","13","14","57.8","57.2","0.59","-7.66","-13.55","5.74","-7.82"
"2319",2009,"Campbell","A-Sun","14","16","72.1","71.8","0.37","-3.42","-3.78","-4.19","-7.97"
"2320",2009,"Detroit Mercy","Horizon","7","23","56.5","64.6","-8.10","0.65","-9.76","1.69","-8.08"
"2321",2009,"Jacksonville State","OVC","11","17","70.1","70.8","-0.68","-4.78","-4.15","-4.06","-8.20"
"2322",2009,"Samford","Southern (North)","16","16","61.6","62.2","-0.56","-6.38","-11.86","3.58","-8.28"
"2323",2009,"Lehigh","Patriot","15","14","63.9","63.0","0.93","-8.28","-5.81","-2.50","-8.31"
"2324",2009,"Cal Poly","Big West","7","21","65.1","70.1","-5.07","-1.32","-3.91","-4.41","-8.32"
"2325",2009,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"2326",2009,"Gardner-Webb","Big South","13","17","74.0","74.8","-0.80","-5.04","0.03","-8.36","-8.32"
"2327",2009,"Saint Peter's","MAAC","11","19","59.3","63.7","-4.37","-3.43","-10.71","2.32","-8.39"
"2328",2009,"Appalachian State","Southern (North)","13","18","76.0","76.8","-0.81","-5.44","3.20","-11.64","-8.44"
"2329",2009,"Centenary (LA)","Summit","8","23","64.3","71.2","-6.90","-1.56","-6.44","-2.03","-8.46"
"2330",2009,"Maryland-Baltimore County","AEC","15","17","65.7","69.0","-3.28","-4.16","-4.06","-4.68","-8.74"
"2331",2009,"Quinnipiac","NEC","15","16","66.4","67.4","-0.97","-8.57","-5.81","-3.35","-9.16"
"2332",2009,"Eastern Illinois","OVC","12","18","64.5","66.1","-1.53","-5.47","-8.80","-0.38","-9.18"
"2333",2009,"New Hampshire","AEC","14","16","62.5","64.5","-2.00","-5.57","-9.45","0.05","-9.40"
"2334",2009,"Jackson State","SWAC","18","15","69.9","70.5","-0.64","-8.22","-2.36","-7.14","-9.50"
"2335",2009,"Coppin State","MEAC","13","19","63.8","67.5","-3.69","-4.59","-6.20","-3.36","-9.56"
"2336",2009,"Florida Atlantic","Sun Belt (East)","6","26","65.0","72.5","-7.50","-2.10","-3.59","-6.10","-9.68"
"2337",2009,"New Orleans","Sun Belt (West)","11","19","62.1","66.7","-4.57","-4.08","-9.23","-0.55","-9.79"
"2338",2009,"Columbia","Ivy","12","16","60.3","62.1","-1.82","-6.46","-11.08","1.17","-9.92"
"2339",2009,"Northern Illinois","MAC (West)","10","20","66.2","70.8","-4.60","-5.13","-2.75","-7.25","-10.00"
"2340",2009,"Army","Patriot","11","19","58.0","60.8","-2.73","-7.59","-12.96","2.86","-10.11"
"2341",2009,"Missouri-Kansas City","Summit","7","24","64.8","73.0","-8.23","-1.25","-3.88","-6.23","-10.11"
"2342",2009,"South Carolina State","MEAC","17","14","69.9","67.5","2.39","-9.47","-3.93","-6.38","-10.31"
"2343",2009,"Central Connecticut State","NEC","13","17","64.8","68.1","-3.33","-6.76","-6.82","-3.53","-10.35"
"2344",2009,"Wagner","NEC","16","14","67.4","68.3","-0.93","-8.60","-4.45","-5.94","-10.39"
"2345",2009,"Toledo","MAC (West)","7","25","59.2","67.9","-8.75","-0.96","-8.48","-2.00","-10.48"
"2346",2009,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"2347",2009,"Hampton","MEAC","16","16","57.8","59.4","-1.59","-7.58","-13.75","2.96","-10.79"
"2348",2009,"Tennessee State","OVC","12","18","72.8","78.4","-5.60","-4.47","-0.29","-10.50","-10.79"
"2349",2009,"Western Illinois","Summit","9","20","58.7","65.1","-6.48","-4.04","-12.68","1.82","-10.86"
"2350",2009,"Pepperdine","WCC","9","23","61.7","73.2","-11.50","1.88","-7.04","-4.19","-11.23"
"2351",2009,"Maine","AEC","9","21","66.0","69.5","-3.50","-4.40","-5.53","-5.81","-11.33"
"2352",2009,"North Carolina-Asheville","Big South","15","16","72.9","77.7","-4.81","-4.19","0.07","-11.41","-11.34"
"2353",2009,"Winthrop","Big South","11","19","61.1","66.4","-5.27","-4.54","-12.42","0.96","-11.46"
"2354",2009,"Bucknell","Patriot","7","23","64.3","71.7","-7.47","-4.12","-4.71","-6.87","-11.59"
"2355",2009,"Eastern Michigan","MAC (West)","8","24","57.3","63.8","-6.44","-1.79","-12.37","0.68","-11.69"
"2356",2009,"Coastal Carolina","Big South","11","20","69.3","70.7","-1.45","-6.98","-5.66","-6.08","-11.74"
"2357",2009,"Louisiana-Monroe","Sun Belt (West)","10","20","65.4","71.8","-6.47","-3.20","-3.87","-7.88","-11.75"
"2358",2009,"Elon","Southern (North)","11","20","65.8","70.9","-5.03","-4.62","-7.95","-4.01","-11.97"
"2359",2009,"Longwood","Ind","17","14","77.4","75.8","1.65","-6.51","2.36","-14.74","-12.38"
"2360",2009,"Brown","Ivy","9","19","61.1","67.8","-6.64","-5.02","-7.86","-4.53","-12.39"
"2361",2009,"Bethune-Cookman","MEAC","17","16","58.4","58.8","-0.45","-9.76","-15.96","3.55","-12.41"
"2362",2009,"Prairie View","SWAC","17","16","70.2","67.7","2.52","-9.81","-6.19","-6.27","-12.47"
"2363",2009,"St. Francis (NY)","NEC","10","20","65.7","70.9","-5.27","-6.66","-6.11","-6.55","-12.66"
"2364",2009,"Savannah State","Ind","15","14","59.8","62.2","-2.48","-1.16","-15.12","2.17","-12.95"
"2365",2009,"North Carolina A&T","MEAC","16","16","67.0","66.8","0.22","-8.37","-5.59","-7.40","-13.00"
"2366",2009,"High Point","Big South","9","21","64.4","66.7","-2.33","-5.89","-12.86","-0.25","-13.10"
"2367",2009,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"2368",2009,"Hartford","AEC","7","26","60.5","70.2","-9.64","-2.93","-9.22","-4.02","-13.24"
"2369",2009,"Colgate","Patriot","10","20","56.7","63.2","-6.47","-6.12","-14.19","0.93","-13.26"
"2370",2009,"Dartmouth","Ivy","9","19","62.5","67.8","-5.25","-6.03","-7.87","-5.41","-13.28"
"2371",2009,"Norfolk State","MEAC","13","18","68.4","71.6","-3.23","-9.49","-1.63","-11.68","-13.31"
"2372",2009,"Georgia Southern","Southern (South)","8","22","70.5","78.8","-8.30","-3.70","-1.63","-11.87","-13.50"
"2373",2009,"Texas-Rio Grande Valley","Ind","10","17","65.3","69.3","-4.00","-3.01","-9.97","-3.71","-13.68"
"2374",2009,"North Carolina-Wilmington","CAA","7","25","71.3","83.5","-12.28","-0.66","2.59","-16.41","-13.82"
"2375",2009,"Charleston Southern","Big South","9","20","69.0","72.1","-3.14","-5.46","-6.67","-7.40","-14.07"
"2376",2009,"Lafayette","Patriot","8","22","65.3","73.2","-7.93","-6.14","-3.81","-10.26","-14.08"
"2377",2009,"Fordham","A-10","3","25","61.4","76.6","-15.21","1.08","-6.20","-7.94","-14.14"
"2378",2009,"Delaware State","MEAC","8","24","57.7","65.6","-7.84","-4.78","-13.02","-1.51","-14.53"
"2379",2009,"Loyola Marymount","WCC","3","28","55.7","71.4","-15.74","1.80","-11.70","-3.10","-14.79"
"2380",2009,"Monmouth","NEC","8","23","62.1","70.6","-8.48","-5.91","-9.65","-5.19","-14.84"
"2381",2009,"Arkansas-Pine Bluff","SWAC","13","18","62.7","70.6","-7.97","-7.48","-9.15","-6.30","-15.45"
"2382",2009,"Saint Francis (PA)","NEC","6","23","61.1","70.4","-9.31","-6.24","-10.90","-4.80","-15.70"
"2383",2009,"North Carolina-Greensboro","Southern (North)","5","25","62.9","73.9","-10.93","-4.33","-9.31","-6.70","-16.01"
"2384",2009,"Furman","Southern (South)","6","24","61.0","71.0","-10.00","-4.62","-11.90","-4.17","-16.07"
"2385",2009,"Texas Southern","SWAC","7","25","64.5","73.6","-9.09","-7.46","-7.91","-8.65","-16.56"
"2386",2009,"Howard","MEAC","8","23","61.3","70.5","-9.23","-6.58","-8.86","-7.76","-16.62"
"2387",2009,"Florida A&M","MEAC","10","21","61.3","71.9","-10.61","-5.72","-8.65","-8.57","-17.22"
"2388",2009,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"2389",2009,"Fairleigh Dickinson","NEC","7","23","63.6","76.1","-12.43","-5.18","-5.72","-11.87","-17.59"
"2390",2009,"Southern","SWAC","8","23","63.1","70.1","-6.97","-11.50","-10.64","-7.00","-17.64"
"2391",2009,"Sacramento State","Big Sky","2","27","57.0","72.4","-15.45","-2.29","-11.45","-6.33","-17.77"
"2392",2009,"Mississippi Valley State","SWAC","7","25","63.4","74.6","-11.22","-7.22","-8.35","-10.10","-18.44"
"2393",2009,"Northwestern State","Southland (East)","11","20","70.6","79.8","-9.26","-3.34","-2.26","-16.44","-18.70"
"2394",2009,"Southeast Missouri State","OVC","3","27","67.8","80.5","-12.70","-3.75","-3.67","-15.05","-18.72"
"2395",2009,"Alabama A&M","SWAC","8","19","65.2","72.4","-7.15","-11.63","-10.62","-9.10","-19.72"
"2396",2009,"Maryland-Eastern Shore","MEAC","7","23","58.6","69.6","-11.07","-8.80","-13.53","-9.08","-22.60"
"2397",2009,"Grambling","SWAC","6","23","60.9","71.9","-10.97","-10.10","-13.82","-9.25","-23.07"
"2398",2009,"Alcorn State","SWAC","6","25","69.5","83.5","-13.94","-10.26","-4.08","-21.47","-25.55"
"2399",2010,"Duke","ACC","35","5","77.0","61.0","16.00","9.21","13.17","12.04","25.21"
"2400",2010,"Kansas","Big 12","33","3","81.6","64.2","17.36","8.25","15.06","9.62","24.68"
"2401",2010,"Syracuse","Big East","30","5","80.9","66.4","14.51","7.21","14.90","6.82","21.72"
"2402",2010,"Kentucky","SEC (East)","35","3","79.3","64.9","14.32","6.82","13.30","7.84","21.13"
"2403",2010,"Kansas State","Big 12","29","8","79.7","69.8","9.86","10.28","14.47","5.41","19.88"
"2404",2010,"Ohio State","Big Ten","29","8","74.1","61.5","12.59","7.37","10.34","9.15","19.49"
"2405",2010,"West Virginia","Big East","31","7","72.4","63.5","8.89","10.26","7.60","11.56","19.16"
"2406",2010,"Brigham Young","MWC","30","6","83.1","66.4","16.67","3.00","16.12","2.70","18.82"
"2407",2010,"Texas","Big 12","24","10","81.2","70.0","11.18","7.38","15.28","3.28","18.56"
"2408",2010,"Baylor","Big 12","28","8","77.0","65.6","11.36","8.03","9.58","8.39","17.97"
"2409",2010,"Wisconsin","Big Ten","24","9","67.1","56.9","10.18","7.66","2.31","15.54","17.84"
"2410",2010,"Maryland","ACC","24","9","79.7","68.3","11.36","7.95","14.63","3.13","17.75"
"2411",2010,"Purdue","Big Ten","29","6","70.5","61.3","9.23","8.81","6.09","11.43","17.52"
"2412",2010,"Missouri","Big 12","23","11","77.3","66.2","11.03","6.36","11.31","6.08","17.39"
"2413",2010,"University of California","Pac-10","24","11","77.2","68.2","9.03","8.26","13.43","3.86","17.29"
"2414",2010,"Georgetown","Big East","23","11","73.5","66.1","7.47","9.56","9.38","7.65","17.03"
"2415",2010,"Villanova","Big East","25","8","81.8","72.8","8.97","7.75","16.74","-0.02","16.72"
"2416",2010,"Xavier","A-10","26","9","79.8","69.5","10.29","5.94","14.53","1.69","16.23"
"2417",2010,"Tennessee","SEC (East)","28","9","73.5","65.2","8.30","7.75","7.86","8.19","16.05"
"2418",2010,"Clemson","ACC","21","11","73.4","64.5","8.91","7.90","8.25","7.46","15.71"
"2419",2010,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"2420",2010,"Minnesota","Big Ten","21","14","72.4","64.1","8.31","7.32","8.09","7.55","15.64"
"2421",2010,"Washington","Pac-10","26","10","79.2","70.0","9.22","7.49","13.31","2.33","15.64"
"2422",2010,"Michigan State","Big Ten","28","9","71.8","63.8","8.03","8.17","7.35","7.99","15.33"
"2423",2010,"Texas A&M","Big 12","24","10","71.4","64.5","6.88","9.80","5.70","9.54","15.24"
"2424",2010,"Vanderbilt","SEC (East)","24","9","76.9","68.9","7.97","7.86","11.84","3.40","15.24"
"2425",2010,"Marquette","Big East","22","12","73.1","64.6","8.44","8.23","5.90","9.27","15.17"
"2426",2010,"Florida State","ACC","22","10","68.2","60.4","7.84","6.79","2.60","12.03","14.64"
"2427",2010,"Butler","Horizon","33","5","68.7","59.4","9.29","5.08","2.50","11.87","14.37"
"2428",2010,"Pittsburgh","Big East","25","9","68.7","61.8","6.91","7.39","2.66","11.64","14.30"
"2429",2010,"Georgia Tech","ACC","23","13","72.8","65.7","7.11","9.02","7.49","6.62","14.11"
"2430",2010,"Louisville","Big East","20","13","75.9","69.8","6.09","7.99","10.13","3.95","14.08"
"2431",2010,"Arizona State","Pac-10","22","11","66.7","58.7","8.00","5.83","1.61","12.19","13.80"
"2432",2010,"Utah State","WAC","27","8","73.1","59.9","13.20","1.23","3.15","10.47","13.62"
"2433",2010,"Mississippi","SEC (West)","24","11","78.4","70.7","7.69","5.77","11.95","1.51","13.46"
"2434",2010,"Saint Mary's (CA)","WCC","28","6","78.5","66.4","12.06","2.20","10.03","3.35","13.38"
"2435",2010,"Dayton","A-10","25","12","70.2","62.3","7.95","5.61","3.27","9.98","13.25"
"2436",2010,"Notre Dame","Big East","23","12","75.3","68.4","6.91","6.22","9.82","3.32","13.14"
"2437",2010,"Texas-El Paso","CUSA","26","7","75.3","64.6","10.70","1.96","6.96","5.70","12.66"
"2438",2010,"Nevada-Las Vegas","MWC","25","9","73.1","63.8","9.32","4.82","5.98","6.59","12.57"
"2439",2010,"Mississippi State","SEC (West)","24","12","72.8","64.9","7.94","4.60","6.17","6.38","12.55"
"2440",2010,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"2441",2010,"Connecticut","Big East","18","16","70.0","66.6","3.35","9.15","5.63","6.87","12.50"
"2442",2010,"New Mexico","MWC","30","5","75.9","67.2","8.66","3.84","9.65","2.84","12.49"
"2443",2010,"Temple","A-10","29","6","64.9","56.8","8.17","4.27","-2.60","15.04","12.44"
"2444",2010,"Oklahoma State","Big 12","22","11","73.8","68.0","5.88","6.97","7.29","5.05","12.34"
"2445",2010,"Gonzaga","WCC","27","7","76.9","67.4","9.50","3.83","9.27","2.84","12.11"
"2446",2010,"Northern Iowa","MVC","30","5","63.3","55.1","8.20","4.27","-2.81","14.84","12.03"
"2447",2010,"Florida","SEC (East)","21","13","72.2","66.4","5.79","7.16","5.81","6.08","11.89"
"2448",2010,"Memphis","CUSA","24","10","75.4","65.7","9.76","3.65","7.34","4.40","11.74"
"2449",2010,"Virginia Tech","ACC","25","9","72.7","65.1","7.59","5.13","6.00","5.65","11.65"
"2450",2010,"Illinois","Big Ten","21","15","70.8","66.8","3.92","9.58","6.47","5.11","11.58"
"2451",2010,"Wake Forest","ACC","20","11","72.8","69.5","3.29","8.85","8.21","3.25","11.45"
"2452",2010,"Old Dominion","CAA","27","9","67.1","57.5","9.61","1.78","-0.52","11.91","11.39"
"2453",2010,"Miami (FL)","ACC","20","13","72.4","64.7","7.70","7.01","5.83","5.52","11.35"
"2454",2010,"San Diego State","MWC","25","9","70.3","61.8","8.47","4.21","3.49","7.85","11.34"
"2455",2010,"Seton Hall","Big East","19","13","80.1","75.4","4.66","5.78","12.97","-2.53","10.43"
"2456",2010,"Alabama","SEC (West)","17","15","68.5","64.8","3.72","6.62","2.35","7.99","10.34"
"2457",2010,"Virginia Commonwealth","CAA","27","9","76.0","66.4","9.58","0.64","9.32","0.91","10.23"
"2458",2010,"North Carolina","ACC","20","17","74.5","71.9","2.62","9.83","8.52","1.62","10.14"
"2459",2010,"Michigan","Big Ten","15","17","64.3","61.6","2.78","9.37","0.26","9.78","10.04"
"2460",2010,"Richmond","A-10","26","9","69.3","62.7","6.60","3.43","0.98","9.06","10.03"
"2461",2010,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"2462",2010,"Cincinnati","Big East","19","16","68.8","66.5","2.31","8.45","3.23","6.75","9.98"
"2463",2010,"Iowa State","Big 12","15","17","70.3","67.9","2.38","8.37","6.51","3.09","9.60"
"2464",2010,"Boston College","ACC","15","16","69.2","66.1","3.13","7.21","4.42","5.16","9.58"
"2465",2010,"Alabama-Birmingham","CUSA","25","9","66.9","60.4","6.56","2.90","0.64","8.82","9.46"
"2466",2010,"St. John's (NY)","Big East","17","16","68.2","66.4","1.85","8.70","1.86","7.37","9.23"
"2467",2010,"Rhode Island","A-10","26","10","76.0","70.2","5.81","3.33","8.74","0.43","9.16"
"2468",2010,"Southern California","Pac-10","16","14","59.6","57.2","2.47","6.47","-6.28","15.21","8.93"
"2469",2010,"Virginia","ACC","15","16","65.5","63.6","1.87","6.93","0.14","8.66","8.80"
"2470",2010,"Cornell","Ivy","29","5","76.4","64.5","11.88","-0.91","7.20","1.55","8.76"
"2471",2010,"South Florida","Big East","20","13","67.5","65.9","1.52","7.21","1.89","6.83","8.72"
"2472",2010,"Murray State","OVC","31","5","76.5","60.4","16.06","-3.89","2.63","6.06","8.69"
"2473",2010,"Siena","MAAC","27","7","75.1","65.5","9.65","-1.17","7.63","0.84","8.48"
"2474",2010,"North Carolina State","ACC","20","16","66.6","64.5","2.11","7.30","1.34","7.14","8.47"
"2475",2010,"Tulsa","CUSA","23","12","71.4","65.3","6.17","2.84","3.57","4.89","8.46"
"2476",2010,"Northwestern","Big Ten","20","14","69.1","65.8","3.32","4.99","4.35","3.96","8.32"
"2477",2010,"South Carolina","SEC (East)","15","16","71.8","70.9","0.97","7.29","6.10","2.15","8.26"
"2478",2010,"Wichita State","MVC","25","10","69.3","61.8","7.57","1.73","2.01","6.05","8.06"
"2479",2010,"Arizona","Pac-10","16","15","71.9","72.0","-0.13","8.10","7.46","0.51","7.97"
"2480",2010,"Texas Tech","Big 12","19","16","76.7","76.1","0.63","8.47","10.71","-2.74","7.97"
"2481",2010,"Marshall","CUSA","24","10","79.9","69.0","10.88","1.57","9.18","-1.38","7.80"
"2482",2010,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"2483",2010,"Missouri State","MVC","24","12","71.4","65.3","6.17","1.40","4.76","2.81","7.57"
"2484",2010,"Georgia","SEC (East)","14","17","68.6","69.4","-0.71","8.04","3.23","4.10","7.33"
